,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
82,2009/10,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,204,677,4.0,17.5,28.0,122.5
83,2009/10,All Health Authorities,All Facilities,Vascular Surgery - Other,302,1528,2.3,12.6,16.099999999999998,88.2
84,2009/10,All Health Authorities,All Facilities,Wound/Laceration Care,318,1118,2.3,18.4,16.099999999999998,128.79999999999998
3354,2010/11,All Health Authorities,All Facilities,Abdominoplasty,63,92,8.9,51.6,62.300000000000004,361.2
3355,2010/11,All Health Authorities,All Facilities,All Other Procedures,1302,6189,3.7,17.4,25.900000000000002,121.79999999999998
3357,2010/11,All Health Authorities,All Facilities,Aortic Aneurysm Repair,71,388,3.9,16.0,27.3,112.0
3358,2010/11,All Health Authorities,All Facilities,Appendectomy,22,106,3.2,15.5,22.400000000000002,108.5
3359,2010/11,All Health Authorities,All Facilities,Bariatric Surgery,488,142,9.9,143.9,69.3,1007.3000000000001
3360,2010/11,All Health Authorities,All Facilities,Biopsy in OR,453,2888,2.9,11.9,20.3,83.3
3361,2010/11,All Health Authorities,All Facilities,Bladder Surgery,1530,6179,4.3,25.9,30.099999999999998,181.29999999999998
3362,2010/11,All Health Authorities,All Facilities,Bowel Resection,401,2638,2.7,10.0,18.900000000000002,70.0
3363,2010/11,All Health Authorities,All Facilities,Breast Biopsy,200,2353,2.6,6.4,18.2,44.800000000000004
3364,2010/11,All Health Authorities,All Facilities,Breast Reconstruction,591,1148,5.0,28.7,35.0,200.9
3365,2010/11,All Health Authorities,All Facilities,Breast Reduction,1254,2031,13.7,53.7,95.89999999999999,375.90000000000003
3366,2010/11,All Health Authorities,All Facilities,Cataract Surgery,14387,49420,7.7,23.7,53.9,165.9
3367,2010/11,All Health Authorities,All Facilities,Cholecystectomy,1608,5911,5.0,21.1,35.0,147.70000000000002
3368,2010/11,All Health Authorities,All Facilities,Colostomy/Ileostomy,194,579,6.1,26.1,42.699999999999996,182.70000000000002
3369,2010/11,All Health Authorities,All Facilities,Cone Biopsy,60,589,3.6,10.3,25.2,72.10000000000001
3370,2010/11,All Health Authorities,All Facilities,Cranial Surgery,108,953,1.1,7.7,7.700000000000001,53.9
3371,2010/11,All Health Authorities,All Facilities,CSF Drainage,9,82,1.9,6.1,13.299999999999999,42.699999999999996
3372,2010/11,All Health Authorities,All Facilities,Cyst/Ganglion Removal,440,1258,5.9,23.6,41.300000000000004,165.20000000000002
3373,2010/11,All Health Authorities,All Facilities,D&C and Related Surgery,970,5843,4.0,14.9,28.0,104.3
3374,2010/11,All Health Authorities,All Facilities,Dental Surgery,2365,5299,7.0,31.9,49.0,223.29999999999998
3375,2010/11,All Health Authorities,All Facilities,Endarterectomy,156,698,2.7,10.5,18.900000000000002,73.5
3376,2010/11,All Health Authorities,All Facilities,Esophagectomy,17,114,2.9,9.3,20.3,65.10000000000001
3377,2010/11,All Health Authorities,All Facilities,Examination Under Anaesthetic,189,576,4.5,16.1,31.5,112.70000000000002
3378,2010/11,All Health Authorities,All Facilities,Excision Gynecomastia,104,201,6.6,33.0,46.199999999999996,231.0
3379,2010/11,All Health Authorities,All Facilities,Excision Lesion/Tumour,581,2340,3.4,14.0,23.8,98.0
3380,2010/11,All Health Authorities,All Facilities,Facial Bone Reconstruction,431,781,4.6,40.3,32.199999999999996,282.09999999999997
3381,2010/11,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1223,4060,5.7,22.3,39.9,156.1
3382,2010/11,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,45,144,4.1,18.6,28.699999999999996,130.20000000000002
3383,2010/11,All Health Authorities,All Facilities,Foot/Ankle Surgery,482,862,9.7,34.6,67.89999999999999,242.20000000000002
3384,2010/11,All Health Authorities,All Facilities,Foreign Body Removal Surgery,38,216,3.0,13.1,21.0,91.7
3385,2010/11,All Health Authorities,All Facilities,Fracture Repair,222,1459,0.6,10.2,4.2,71.39999999999999
3386,2010/11,All Health Authorities,All Facilities,Free Flap Graft,22,108,2.4,13.5,16.8,94.5
3387,2010/11,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,14,44,1.1,5.4,7.700000000000001,37.800000000000004
3388,2010/11,All Health Authorities,All Facilities,Hand/Wrist Surgery,884,2150,6.9,27.1,48.300000000000004,189.70000000000002
3389,2010/11,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4089,11340,8.0,32.7,56.0,228.90000000000003
3391,2010/11,All Health Authorities,All Facilities,Hernia Repair - Hiatal,243,305,10.0,49.1,70.0,343.7
3392,2010/11,All Health Authorities,All Facilities,Hip Replacement,1948,4419,12.9,29.0,90.3,203.0
3393,2010/11,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,224,1285,3.1,10.6,21.7,74.2
3394,2010/11,All Health Authorities,All Facilities,Knee - ACL Repair,824,1897,8.7,32.1,60.89999999999999,224.70000000000002
3395,2010/11,All Health Authorities,All Facilities,Knee - Meniscectomy,639,2582,7.4,28.1,51.800000000000004,196.70000000000002
3396,2010/11,All Health Authorities,All Facilities,Knee Arthroscopy,2659,6347,7.9,31.7,55.300000000000004,221.9
3397,2010/11,All Health Authorities,All Facilities,Knee Replacement,3943,6867,14.7,34.1,102.89999999999999,238.70000000000002
3398,2010/11,All Health Authorities,All Facilities,Laparoscopy,439,1805,5.1,19.9,35.699999999999996,139.29999999999998
3399,2010/11,All Health Authorities,All Facilities,Laparotomy,62,493,2.7,10.3,18.900000000000002,72.10000000000001
3400,2010/11,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,483,2814,2.0,14.2,14.0,99.39999999999999
3401,2010/11,All Health Authorities,All Facilities,Ligament Surgery,79,126,3.1,22.6,21.7,158.20000000000002
3402,2010/11,All Health Authorities,All Facilities,Lipectomy,35,133,6.7,24.0,46.9,168.0
3403,2010/11,All Health Authorities,All Facilities,Lung Surgery,62,590,2.4,5.9,16.8,41.300000000000004
3404,2010/11,All Health Authorities,All Facilities,Male Reproductive Surgery,835,2266,5.6,27.8,39.199999999999996,194.6
3405,2010/11,All Health Authorities,All Facilities,Mastectomy,356,3882,2.0,5.7,14.0,39.9
3406,2010/11,All Health Authorities,All Facilities,Mastoidectomy,159,250,10.9,42.1,76.3,294.7
3407,2010/11,All Health Authorities,All Facilities,Myringotomy,534,1478,5.4,16.1,37.800000000000004,112.70000000000002
3408,2010/11,All Health Authorities,All Facilities,Nasal Surgery,2345,3098,12.7,47.0,88.89999999999999,329.0
3409,2010/11,All Health Authorities,All Facilities,Nerve Surgery,341,1199,6.1,36.9,42.699999999999996,258.3
3410,2010/11,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,79,243,6.9,23.9,48.300000000000004,167.29999999999998
3411,2010/11,All Health Authorities,All Facilities,Other Ear Surgery,136,168,10.9,31.6,76.3,221.20000000000002
3412,2010/11,All Health Authorities,All Facilities,Other Eye Surgery,1407,3974,4.1,28.1,28.699999999999996,196.70000000000002
3413,2010/11,All Health Authorities,All Facilities,Other Joint Reconstruction,948,1914,7.6,37.0,53.199999999999996,259.0
3414,2010/11,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2656,6424,6.1,31.4,42.699999999999996,219.79999999999998
3415,2010/11,All Health Authorities,All Facilities,Other Urology Surgery,1411,7201,3.9,15.7,27.3,109.89999999999999
3416,2010/11,All Health Authorities,All Facilities,Parotidectomy,121,362,6.6,28.4,46.199999999999996,198.79999999999998
3417,2010/11,All Health Authorities,All Facilities,Prostate Surgery,1180,5462,4.4,17.4,30.800000000000004,121.79999999999998
3418,2010/11,All Health Authorities,All Facilities,Rectal Surgery,901,1695,7.9,35.3,55.300000000000004,247.09999999999997
3419,2010/11,All Health Authorities,All Facilities,Rib Resection,33,80,15.6,44.6,109.2,312.2
3420,2010/11,All Health Authorities,All Facilities,Scope of Chest,54,657,1.9,4.6,13.299999999999999,32.199999999999996
3421,2010/11,All Health Authorities,All Facilities,Shoulder Surgery,2151,3083,11.7,46.7,81.89999999999999,326.90000000000003
3422,2010/11,All Health Authorities,All Facilities,Shunt Insertion/Removal,7,34,1.9,9.4,13.299999999999999,65.8
3423,2010/11,All Health Authorities,All Facilities,Sinus Surgery,1763,1748,11.7,49.4,81.89999999999999,345.8
3424,2010/11,All Health Authorities,All Facilities,Skin Surgery,257,869,3.6,21.0,25.2,147.0
3425,2010/11,All Health Authorities,All Facilities,Skin Tumour Removal,730,2698,3.4,16.9,23.8,118.29999999999998
3426,2010/11,All Health Authorities,All Facilities,Sphincterotomy,92,194,5.6,20.7,39.199999999999996,144.9
3427,2010/11,All Health Authorities,All Facilities,Spinal/Back Surgery,1730,3141,5.9,36.0,41.300000000000004,252.0
3428,2010/11,All Health Authorities,All Facilities,Tendon Surgery,244,755,2.7,21.6,18.900000000000002,151.20000000000002
3429,2010/11,All Health Authorities,All Facilities,Thoracotomy,5,103,2.3,7.3,16.099999999999998,51.1
3430,2010/11,All Health Authorities,All Facilities,Thyroidectomy,330,1238,5.3,22.0,37.1,154.0
3431,2010/11,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1778,3646,11.0,34.4,77.0,240.79999999999998
3432,2010/11,All Health Authorities,All Facilities,Tympanoplasty,584,713,16.1,50.0,112.70000000000002,350.0
3433,2010/11,All Health Authorities,All Facilities,Uterine Surgery,2623,12031,4.9,19.1,34.300000000000004,133.70000000000002
3434,2010/11,All Health Authorities,All Facilities,Vaginal Repair,591,1617,8.6,32.4,60.199999999999996,226.79999999999998
3435,2010/11,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1858,1243,13.1,62.3,91.7,436.09999999999997
3436,2010/11,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,176,764,3.0,15.4,21.0,107.8
3437,2010/11,All Health Authorities,All Facilities,Vascular Surgery - Other,338,1614,2.3,11.4,16.099999999999998,79.8
3438,2010/11,All Health Authorities,All Facilities,Wound/Laceration Care,310,985,2.9,22.8,20.3,159.6
6791,2011/12,All Health Authorities,All Facilities,Abdominoplasty,78,110,7.8,58.2,54.6,407.40000000000003
6792,2011/12,All Health Authorities,All Facilities,All Other Procedures,1462,6810,4.0,15.0,28.0,105.0
6794,2011/12,All Health Authorities,All Facilities,Aortic Aneurysm Repair,55,391,3.6,14.6,25.2,102.2
6795,2011/12,All Health Authorities,All Facilities,Appendectomy,24,91,4.0,18.6,28.0,130.20000000000002
6796,2011/12,All Health Authorities,All Facilities,Bariatric Surgery,389,167,20.0,202.4,140.0,1416.8
6797,2011/12,All Health Authorities,All Facilities,Biopsy in OR,414,2667,2.6,11.3,18.2,79.10000000000001
6798,2011/12,All Health Authorities,All Facilities,Bladder Surgery,1591,5905,4.3,21.7,30.099999999999998,151.9
6799,2011/12,All Health Authorities,All Facilities,Bowel Resection,445,2843,2.9,10.7,20.3,74.89999999999999
6800,2011/12,All Health Authorities,All Facilities,Breast Biopsy,255,2188,2.4,6.0,16.8,42.0
6801,2011/12,All Health Authorities,All Facilities,Breast Reconstruction,741,1207,4.7,28.1,32.9,196.70000000000002
6802,2011/12,All Health Authorities,All Facilities,Breast Reduction,1340,2030,11.0,42.6,77.0,298.2
6803,2011/12,All Health Authorities,All Facilities,Cataract Surgery,11407,50967,7.0,25.0,49.0,175.0
6804,2011/12,All Health Authorities,All Facilities,Cholecystectomy,1707,5874,5.1,21.6,35.699999999999996,151.20000000000002
6805,2011/12,All Health Authorities,All Facilities,Colostomy/Ileostomy,212,589,6.4,26.2,44.800000000000004,183.4
6806,2011/12,All Health Authorities,All Facilities,Cone Biopsy,67,559,3.6,10.6,25.2,74.2
6807,2011/12,All Health Authorities,All Facilities,Cranial Surgery,112,963,1.4,9.1,9.799999999999999,63.699999999999996
6808,2011/12,All Health Authorities,All Facilities,CSF Drainage,9,185,1.0,2.9,7.0,20.3
6809,2011/12,All Health Authorities,All Facilities,Cyst/Ganglion Removal,508,1281,5.3,23.9,37.1,167.29999999999998
6810,2011/12,All Health Authorities,All Facilities,D&C and Related Surgery,1142,5612,3.6,13.3,25.2,93.10000000000001
6811,2011/12,All Health Authorities,All Facilities,Dental Surgery,2300,6389,7.0,28.0,49.0,196.0
6812,2011/12,All Health Authorities,All Facilities,Endarterectomy,133,674,3.0,12.9,21.0,90.3
6813,2011/12,All Health Authorities,All Facilities,Esophagectomy,21,118,2.4,9.1,16.8,63.699999999999996
6814,2011/12,All Health Authorities,All Facilities,Examination Under Anaesthetic,211,854,4.3,19.4,30.099999999999998,135.79999999999998
6815,2011/12,All Health Authorities,All Facilities,Excision Gynecomastia,101,201,7.0,37.3,49.0,261.09999999999997
6816,2011/12,All Health Authorities,All Facilities,Excision Lesion/Tumour,585,2588,4.0,16.0,28.0,112.0
6817,2011/12,All Health Authorities,All Facilities,Facial Bone Reconstruction,286,778,5.0,41.1,35.0,287.7
6818,2011/12,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1264,3774,6.1,22.1,42.699999999999996,154.70000000000002
6819,2011/12,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,53,142,4.9,19.9,34.300000000000004,139.29999999999998
6820,2011/12,All Health Authorities,All Facilities,Foot/Ankle Surgery,566,855,11.9,35.8,83.3,250.59999999999997
6821,2011/12,All Health Authorities,All Facilities,Foreign Body Removal Surgery,49,220,2.7,13.5,18.900000000000002,94.5
6822,2011/12,All Health Authorities,All Facilities,Fracture Repair,249,1073,1.0,15.3,7.0,107.10000000000001
6823,2011/12,All Health Authorities,All Facilities,Free Flap Graft,27,110,3.9,20.6,27.3,144.20000000000002
6824,2011/12,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,14,113,2.3,10.9,16.099999999999998,76.3
6825,2011/12,All Health Authorities,All Facilities,Hand/Wrist Surgery,836,2151,6.6,28.0,46.199999999999996,196.0
6826,2011/12,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4087,11598,7.1,30.0,49.699999999999996,210.0
6827,2011/12,All Health Authorities,All Facilities,Hernia Repair - Hiatal,276,256,12.9,46.7,90.3,326.90000000000003
6828,2011/12,All Health Authorities,All Facilities,Hip Replacement,2220,4768,14.9,31.6,104.3,221.20000000000002
6829,2011/12,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,245,1448,3.3,11.0,23.099999999999998,77.0
6830,2011/12,All Health Authorities,All Facilities,Knee - ACL Repair,944,1991,8.9,30.9,62.300000000000004,216.29999999999998
6831,2011/12,All Health Authorities,All Facilities,Knee - Meniscectomy,737,2794,7.4,27.0,51.800000000000004,189.0
6832,2011/12,All Health Authorities,All Facilities,Knee Arthroscopy,2871,5903,7.7,30.5,53.9,213.5
6833,2011/12,All Health Authorities,All Facilities,Knee Replacement,4163,7018,17.6,36.9,123.20000000000002,258.3
6834,2011/12,All Health Authorities,All Facilities,Laparoscopy,404,1669,4.9,18.7,34.300000000000004,130.9
6835,2011/12,All Health Authorities,All Facilities,Laparotomy,75,406,3.1,12.1,21.7,84.7
6836,2011/12,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,574,2999,3.0,17.0,21.0,119.0
6837,2011/12,All Health Authorities,All Facilities,Ligament Surgery,91,179,9.7,34.1,67.89999999999999,238.70000000000002
6838,2011/12,All Health Authorities,All Facilities,Lipectomy,42,107,6.0,21.6,42.0,151.20000000000002
6839,2011/12,All Health Authorities,All Facilities,Lung Surgery,78,583,2.3,5.3,16.099999999999998,37.1
6840,2011/12,All Health Authorities,All Facilities,Male Reproductive Surgery,896,2190,6.4,27.1,44.800000000000004,189.70000000000002
6841,2011/12,All Health Authorities,All Facilities,Mastectomy,360,4089,2.0,5.6,14.0,39.199999999999996
6842,2011/12,All Health Authorities,All Facilities,Mastoidectomy,150,294,11.6,41.0,81.2,287.0
6843,2011/12,All Health Authorities,All Facilities,Myringotomy,619,1767,6.0,16.7,42.0,116.89999999999999
6844,2011/12,All Health Authorities,All Facilities,Nasal Surgery,2456,3238,12.9,43.8,90.3,306.59999999999997
6845,2011/12,All Health Authorities,All Facilities,Nerve Surgery,392,1025,5.3,24.8,37.1,173.6
6846,2011/12,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,91,307,6.4,27.2,44.800000000000004,190.4
6847,2011/12,All Health Authorities,All Facilities,Other Ear Surgery,101,302,11.7,38.1,81.89999999999999,266.7
6848,2011/12,All Health Authorities,All Facilities,Other Eye Surgery,1231,4651,4.7,26.9,32.9,188.29999999999998
6849,2011/12,All Health Authorities,All Facilities,Other Joint Reconstruction,1083,2059,7.1,33.9,49.699999999999996,237.29999999999998
6850,2011/12,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2845,6879,6.0,29.6,42.0,207.20000000000002
6851,2011/12,All Health Authorities,All Facilities,Other Urology Surgery,1625,7391,4.0,14.6,28.0,102.2
6852,2011/12,All Health Authorities,All Facilities,Parotidectomy,133,353,8.0,31.2,56.0,218.4
6853,2011/12,All Health Authorities,All Facilities,Prostate Surgery,1264,5356,5.0,17.7,35.0,123.89999999999999
6854,2011/12,All Health Authorities,All Facilities,Rectal Surgery,901,1699,7.3,34.5,51.1,241.5
6855,2011/12,All Health Authorities,All Facilities,Rib Resection,33,74,18.1,39.3,126.70000000000002,275.09999999999997
6856,2011/12,All Health Authorities,All Facilities,Scope of Chest,57,637,2.0,4.9,14.0,34.300000000000004
6857,2011/12,All Health Authorities,All Facilities,Shoulder Surgery,2377,3391,11.1,42.1,77.7,294.7
6858,2011/12,All Health Authorities,All Facilities,Shunt Insertion/Removal,7,28,2.9,20.1,20.3,140.70000000000002
6859,2011/12,All Health Authorities,All Facilities,Sinus Surgery,1722,2068,16.5,65.8,115.5,460.59999999999997
6860,2011/12,All Health Authorities,All Facilities,Skin Surgery,316,992,3.6,22.6,25.2,158.20000000000002
6861,2011/12,All Health Authorities,All Facilities,Skin Tumour Removal,806,2937,3.6,18.0,25.2,126.0
6862,2011/12,All Health Authorities,All Facilities,Sphincterotomy,131,194,5.6,22.0,39.199999999999996,154.0
6863,2011/12,All Health Authorities,All Facilities,Spinal/Back Surgery,1697,3806,5.1,34.1,35.699999999999996,238.70000000000002
6864,2011/12,All Health Authorities,All Facilities,Tendon Surgery,255,750,3.9,24.6,27.3,172.20000000000002
6865,2011/12,All Health Authorities,All Facilities,Thoracotomy,17,111,2.7,6.1,18.900000000000002,42.699999999999996
6866,2011/12,All Health Authorities,All Facilities,Thyroidectomy,331,1340,5.6,24.0,39.199999999999996,168.0
6867,2011/12,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1676,3890,10.1,28.6,70.7,200.20000000000002
6868,2011/12,All Health Authorities,All Facilities,Tympanoplasty,587,774,15.4,48.3,107.8,338.09999999999997
