,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
916,2009/10,Interior,All Facilities,Other Joint Reconstruction,220,391,9.0,36.7,63.0,256.90000000000003
917,2009/10,Interior,All Facilities,Other Orthopaedic Surgery,749,1362,7.0,34.3,49.0,240.09999999999997
918,2009/10,Interior,All Facilities,Other Urology Surgery,376,1223,5.6,46.1,39.199999999999996,322.7
919,2009/10,Interior,All Facilities,Parotidectomy,26,52,10.1,23.7,70.7,165.9
920,2009/10,Interior,All Facilities,Prostate Surgery,160,708,5.0,22.2,35.0,155.4
921,2009/10,Interior,All Facilities,Rectal Surgery,143,279,8.3,30.9,58.10000000000001,216.29999999999998
922,2009/10,Interior,All Facilities,Rib Resection,33,33,36.7,73.8,256.90000000000003,516.6
923,2009/10,Interior,All Facilities,Scope of Chest,13,229,2.3,4.3,16.099999999999998,30.099999999999998
924,2009/10,Interior,All Facilities,Shoulder Surgery,651,631,12.4,59.4,86.8,415.8
925,2009/10,Interior,All Facilities,Shunt Insertion/Removal,3,14,3.1,13.2,21.7,92.39999999999999
926,2009/10,Interior,All Facilities,Sinus Surgery,301,232,24.1,58.9,168.70000000000002,412.3
927,2009/10,Interior,All Facilities,Skin Surgery,79,240,4.7,24.9,32.9,174.29999999999998
928,2009/10,Interior,All Facilities,Skin Tumour Removal,100,473,3.6,16.2,25.2,113.39999999999999
929,2009/10,Interior,All Facilities,Sphincterotomy,11,39,4.0,19.2,28.0,134.4
930,2009/10,Interior,All Facilities,Spinal/Back Surgery,477,911,8.7,33.9,60.89999999999999,237.29999999999998
931,2009/10,Interior,All Facilities,Tendon Surgery,67,134,4.1,24.8,28.699999999999996,173.6
932,2009/10,Interior,All Facilities,Thoracotomy,12,82,3.7,5.4,25.900000000000002,37.800000000000004
933,2009/10,Interior,All Facilities,Thyroidectomy,46,207,5.4,17.1,37.800000000000004,119.70000000000002
934,2009/10,Interior,All Facilities,Tonsillectomy/Adenoidectomy,762,757,13.0,38.6,91.0,270.2
935,2009/10,Interior,All Facilities,Tympanoplasty,181,107,27.3,56.8,191.1,397.59999999999997
936,2009/10,Interior,All Facilities,Uterine Surgery,389,1692,5.3,19.6,37.1,137.20000000000002
937,2009/10,Interior,All Facilities,Vaginal Repair,150,405,10.6,43.9,74.2,307.3
938,2009/10,Interior,All Facilities,Varicose Veins Ligation/Stripping,309,199,11.6,74.1,81.2,518.6999999999999
939,2009/10,Interior,All Facilities,Vascular Bypass Graft - Non Cardiac,62,143,2.7,11.1,18.900000000000002,77.7
940,2009/10,Interior,All Facilities,Vascular Surgery - Other,45,353,1.4,8.3,9.799999999999999,58.10000000000001
941,2009/10,Interior,All Facilities,Wound/Laceration Care,32,105,1.3,7.1,9.1,49.699999999999996
1565,2009/10,Northern,All Facilities,Abdominoplasty,0,14,2.5,8.3,17.5,58.10000000000001
1566,2009/10,Northern,All Facilities,All Other Procedures,324,1731,4.9,20.7,34.300000000000004,144.9
1568,2009/10,Northern,All Facilities,Aortic Aneurysm Repair,3,15,4.7,9.4,32.9,65.8
1569,2009/10,Northern,All Facilities,Appendectomy,0,12,0.1,3.8,0.7000000000000001,26.599999999999998
1570,2009/10,Northern,All Facilities,Biopsy in OR,15,103,2.6,16.8,18.2,117.60000000000001
1571,2009/10,Northern,All Facilities,Bladder Surgery,115,348,5.2,33.2,36.4,232.40000000000003
1572,2009/10,Northern,All Facilities,Bowel Resection,16,141,2.4,9.4,16.8,65.8
1573,2009/10,Northern,All Facilities,Breast Biopsy,12,166,2.1,5.1,14.700000000000001,35.699999999999996
1574,2009/10,Northern,All Facilities,Breast Reconstruction,6,98,2.4,11.1,16.8,77.7
1575,2009/10,Northern,All Facilities,Breast Reduction,33,102,18.3,31.6,128.1,221.20000000000002
1576,2009/10,Northern,All Facilities,Cataract Surgery,523,1642,5.1,33.4,35.699999999999996,233.79999999999998
1577,2009/10,Northern,All Facilities,Cholecystectomy,90,464,4.4,20.7,30.800000000000004,144.9
1578,2009/10,Northern,All Facilities,Colostomy/Ileostomy,7,36,4.3,23.1,30.099999999999998,161.70000000000002
1579,2009/10,Northern,All Facilities,Cone Biopsy,3,101,2.7,6.7,18.900000000000002,46.9
1581,2009/10,Northern,All Facilities,Cyst/Ganglion Removal,57,198,5.9,21.3,41.300000000000004,149.1
1582,2009/10,Northern,All Facilities,D&C and Related Surgery,66,400,2.9,15.4,20.3,107.8
1583,2009/10,Northern,All Facilities,Dental Surgery,186,565,7.3,24.1,51.1,168.70000000000002
1584,2009/10,Northern,All Facilities,Endarterectomy,6,27,4.3,13.3,30.099999999999998,93.10000000000001
1586,2009/10,Northern,All Facilities,Examination Under Anaesthetic,8,97,2.6,12.1,18.2,84.7
1587,2009/10,Northern,All Facilities,Excision Gynecomastia,3,8,3.4,26.6,23.8,186.20000000000002
1588,2009/10,Northern,All Facilities,Excision Lesion/Tumour,16,102,3.9,18.9,27.3,132.29999999999998
1589,2009/10,Northern,All Facilities,Facial Bone Reconstruction,3,27,3.0,9.4,21.0,65.8
1590,2009/10,Northern,All Facilities,Fallopian Tube/Ovarian Surgery,96,275,5.1,26.1,35.699999999999996,182.70000000000002
1591,2009/10,Northern,All Facilities,Fistula Repair - Non Vascular,3,6,5.4,10.0,37.800000000000004,70.0
1592,2009/10,Northern,All Facilities,Foot/Ankle Surgery,53,45,9.0,83.6,63.0,585.1999999999999
1593,2009/10,Northern,All Facilities,Foreign Body Removal Surgery,3,12,6.1,15.9,42.699999999999996,111.3
1594,2009/10,Northern,All Facilities,Fracture Repair,31,74,3.0,27.5,21.0,192.5
1595,2009/10,Northern,All Facilities,Free Flap Graft,3,7,2.1,8.9,14.700000000000001,62.300000000000004
1596,2009/10,Northern,All Facilities,Gastrostomy/Jejunostomy,0,8,0.4,0.6,2.8000000000000003,4.2
1597,2009/10,Northern,All Facilities,Hand/Wrist Surgery,59,168,6.1,29.8,42.699999999999996,208.6
1598,2009/10,Northern,All Facilities,Hernia Repair - Abdominal,179,693,6.0,24.3,42.0,170.1
1599,2009/10,Northern,All Facilities,Hernia Repair - Hiatal,6,19,5.1,40.8,35.699999999999996,285.59999999999997
1600,2009/10,Northern,All Facilities,Hip Replacement,101,178,22.2,84.9,155.4,594.3000000000001
1601,2009/10,Northern,All Facilities,Kidney/Bladder Stone Removal,12,46,3.2,10.4,22.400000000000002,72.8
1602,2009/10,Northern,All Facilities,Knee - ACL Repair,74,95,8.6,44.0,60.199999999999996,308.0
1604,2009/10,Northern,All Facilities,Knee Arthroscopy,301,628,7.8,45.6,54.6,319.2
1605,2009/10,Northern,All Facilities,Knee Replacement,448,348,35.4,98.3,247.79999999999998,688.1
1606,2009/10,Northern,All Facilities,Laparoscopy,31,139,3.9,14.7,27.3,102.89999999999999
1607,2009/10,Northern,All Facilities,Laparotomy,7,64,1.9,9.3,13.299999999999999,65.10000000000001
1608,2009/10,Northern,All Facilities,Lens & Vitreous (non-cataract) Surgery,3,33,2.0,7.0,14.0,49.0
1609,2009/10,Northern,All Facilities,Ligament Surgery,3,7,3.7,49.7,25.900000000000002,347.90000000000003
1610,2009/10,Northern,All Facilities,Lipectomy,10,66,4.8,15.8,33.6,110.60000000000001
1611,2009/10,Northern,All Facilities,Male Reproductive Surgery,84,234,6.3,23.0,44.1,161.0
1612,2009/10,Northern,All Facilities,Mastectomy,19,170,2.1,8.4,14.700000000000001,58.800000000000004
1614,2009/10,Northern,All Facilities,Myringotomy,13,90,5.8,13.4,40.6,93.8
1615,2009/10,Northern,All Facilities,Nasal Surgery,64,132,17.0,40.4,119.0,282.8
1616,2009/10,Northern,All Facilities,Nerve Surgery,29,87,4.0,16.0,28.0,112.0
1617,2009/10,Northern,All Facilities,Oral Cavity & Pharynx Surgery,6,21,3.3,34.6,23.099999999999998,242.20000000000002
1619,2009/10,Northern,All Facilities,Other Eye Surgery,15,53,10.7,52.9,74.89999999999999,370.3
1620,2009/10,Northern,All Facilities,Other Joint Reconstruction,65,92,8.9,44.9,62.300000000000004,314.3
1621,2009/10,Northern,All Facilities,Other Orthopaedic Surgery,276,551,6.1,35.0,42.699999999999996,245.0
1622,2009/10,Northern,All Facilities,Other Urology Surgery,104,269,4.4,34.9,30.800000000000004,244.29999999999998
1623,2009/10,Northern,All Facilities,Parotidectomy,6,10,5.6,15.9,39.199999999999996,111.3
1624,2009/10,Northern,All Facilities,Prostate Surgery,43,158,5.9,43.8,41.300000000000004,306.59999999999997
1625,2009/10,Northern,All Facilities,Rectal Surgery,41,87,9.4,31.6,65.8,221.20000000000002
1626,2009/10,Northern,All Facilities,Shoulder Surgery,248,218,9.0,61.9,63.0,433.3
1627,2009/10,Northern,All Facilities,Sinus Surgery,30,55,19.3,49.3,135.1,345.09999999999997
1628,2009/10,Northern,All Facilities,Skin Surgery,10,39,3.4,18.0,23.8,126.0
1629,2009/10,Northern,All Facilities,Skin Tumour Removal,46,263,3.1,13.3,21.7,93.10000000000001
1630,2009/10,Northern,All Facilities,Sphincterotomy,3,14,3.2,14.1,22.400000000000002,98.7
1631,2009/10,Northern,All Facilities,Spinal/Back Surgery,3,6,5.9,37.1,41.300000000000004,259.7
1632,2009/10,Northern,All Facilities,Tendon Surgery,16,55,7.0,43.6,49.0,305.2
1633,2009/10,Northern,All Facilities,Thyroidectomy,9,79,3.9,9.3,27.3,65.10000000000001
1634,2009/10,Northern,All Facilities,Tonsillectomy/Adenoidectomy,150,428,12.9,38.9,90.3,272.3
1635,2009/10,Northern,All Facilities,Tympanoplasty,3,6,11.2,27.9,78.39999999999999,195.29999999999998
1636,2009/10,Northern,All Facilities,Uterine Surgery,199,934,3.6,18.5,25.2,129.5
1637,2009/10,Northern,All Facilities,Vaginal Repair,45,93,10.6,58.3,74.2,408.09999999999997
1638,2009/10,Northern,All Facilities,Varicose Veins Ligation/Stripping,36,96,9.0,26.5,63.0,185.5
1639,2009/10,Northern,All Facilities,Vascular Bypass Graft - Non Cardiac,6,20,8.1,16.9,56.699999999999996,118.29999999999998
1640,2009/10,Northern,All Facilities,Vascular Surgery - Other,27,128,1.7,12.8,11.9,89.60000000000001
1641,2009/10,Northern,All Facilities,Wound/Laceration Care,16,138,1.0,7.9,7.0,55.300000000000004
2090,2009/10,Provincial Health Services Authority,All Facilities,All Other Procedures,5,50,4.4,9.9,30.800000000000004,69.3
2092,2009/10,Provincial Health Services Authority,All Facilities,Biopsy in OR,3,41,2.0,5.9,14.0,41.300000000000004
2093,2009/10,Provincial Health Services Authority,All Facilities,Breast Biopsy,11,216,2.1,5.6,14.700000000000001,39.199999999999996
2094,2009/10,Provincial Health Services Authority,All Facilities,Cone Biopsy,3,19,1.6,11.2,11.200000000000001,78.39999999999999
2095,2009/10,Provincial Health Services Authority,All Facilities,Cyst/Ganglion Removal,3,12,1.9,9.1,13.299999999999999,63.699999999999996
2096,2009/10,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,16,266,2.9,10.6,20.3,74.2
2098,2009/10,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,3,19,2.4,11.2,16.8,78.39999999999999
2099,2009/10,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,13,90,6.1,15.0,42.699999999999996,105.0
2100,2009/10,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,36,189,5.7,16.1,39.9,112.70000000000002
2104,2009/10,Provincial Health Services Authority,All Facilities,Laparoscopy,15,92,4.9,11.3,34.300000000000004,79.10000000000001
2107,2009/10,Provincial Health Services Authority,All Facilities,Mastectomy,6,46,1.6,4.1,11.200000000000001,28.699999999999996
2115,2009/10,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,3,30,2.9,10.1,20.3,70.7
2120,2009/10,Provincial Health Services Authority,All Facilities,Uterine Surgery,203,864,6.6,14.3,46.199999999999996,100.10000000000001
2121,2009/10,Provincial Health Services Authority,All Facilities,Vaginal Repair,8,64,3.6,16.5,25.2,115.5
2122,2009/10,Provincial Health Services Authority,All Facilities,Vascular Surgery - Other,0,21,3.4,8.4,23.8,58.800000000000004
2170,2009/10,Vancouver Coastal,All Facilities,Abdominoplasty,13,19,3.7,40.8,25.900000000000002,285.59999999999997
2171,2009/10,Vancouver Coastal,All Facilities,All Other Procedures,353,1796,3.9,13.4,27.3,93.8
2173,2009/10,Vancouver Coastal,All Facilities,Aortic Aneurysm Repair,16,140,3.0,7.7,21.0,53.9
2174,2009/10,Vancouver Coastal,All Facilities,Appendectomy,3,20,3.6,17.2,25.2,120.39999999999999
2176,2009/10,Vancouver Coastal,All Facilities,Biopsy in OR,74,813,2.7,8.0,18.900000000000002,56.0
2177,2009/10,Vancouver Coastal,All Facilities,Bladder Surgery,272,1354,4.1,15.5,28.699999999999996,108.5
2178,2009/10,Vancouver Coastal,All Facilities,Bowel Resection,121,737,2.6,9.6,18.2,67.2
2179,2009/10,Vancouver Coastal,All Facilities,Breast Biopsy,82,564,3.1,7.1,21.7,49.699999999999996
2180,2009/10,Vancouver Coastal,All Facilities,Breast Reconstruction,220,470,6.3,35.2,44.1,246.40000000000003
2181,2009/10,Vancouver Coastal,All Facilities,Breast Reduction,407,487,12.6,40.1,88.2,280.7
2182,2009/10,Vancouver Coastal,All Facilities,Cataract Surgery,2370,13445,4.3,14.6,30.099999999999998,102.2
2183,2009/10,Vancouver Coastal,All Facilities,Cholecystectomy,372,1009,5.9,21.9,41.300000000000004,153.29999999999998
2184,2009/10,Vancouver Coastal,All Facilities,Colostomy/Ileostomy,80,194,5.0,25.5,35.0,178.5
