,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
109,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foot/Ankle Surgery,3,10,24.9,39.4,174.29999999999998,275.8
111,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fracture Repair,9,34,0.4,5.3,2.8000000000000003,37.1
113,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hand/Wrist Surgery,34,58,8.0,25.7,56.0,179.9
114,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Abdominal,137,327,13.0,27.6,91.0,193.20000000000002
115,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Hiatal,3,10,7.2,18.4,50.4,128.79999999999998
116,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hip Replacement,24,81,11.0,23.9,77.0,167.29999999999998
117,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Kidney/Bladder Stone Removal,3,9,2.9,15.2,20.3,106.39999999999999
118,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - ACL Repair,23,48,10.6,23.6,74.2,165.20000000000002
119,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - Meniscectomy,96,189,25.1,35.6,175.70000000000002,249.20000000000002
120,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee Arthroscopy,10,24,7.7,36.3,53.9,254.09999999999997
121,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee Replacement,91,176,15.0,32.0,105.0,224.0
122,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparoscopy,36,58,9.2,23.6,64.39999999999999,165.20000000000002
123,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparotomy,0,7,2.3,3.4,16.099999999999998,23.8
126,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Male Reproductive Surgery,73,51,11.9,51.0,83.3,357.0
127,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Mastectomy,6,73,2.1,5.4,14.700000000000001,37.800000000000004
128,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Myringotomy,8,31,9.6,21.0,67.2,147.0
129,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nasal Surgery,31,51,10.6,42.7,74.2,298.90000000000003
130,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nerve Surgery,3,7,2.0,8.4,14.0,58.800000000000004
131,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Oral Cavity & Pharynx Surgery,3,6,3.7,7.6,25.900000000000002,53.199999999999996
132,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Ear Surgery,3,9,38.0,68.0,266.0,476.0
133,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Eye Surgery,18,35,13.9,59.9,97.3,419.3
134,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Joint Reconstruction,16,65,6.6,27.2,46.199999999999996,190.4
135,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Orthopaedic Surgery,74,185,7.9,31.7,55.300000000000004,221.9
136,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Urology Surgery,62,130,5.0,22.0,35.0,154.0
137,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Parotidectomy,3,17,5.0,9.7,35.0,67.89999999999999
138,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Prostate Surgery,147,159,12.4,38.1,86.8,266.7
139,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Rectal Surgery,23,42,14.5,29.4,101.5,205.79999999999998
140,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Shoulder Surgery,43,81,5.3,25.1,37.1,175.70000000000002
141,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sinus Surgery,33,61,9.4,20.3,65.8,142.1
142,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Surgery,17,34,9.0,63.6,63.0,445.2
143,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Tumour Removal,40,94,4.6,29.2,32.199999999999996,204.4
144,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sphincterotomy,9,16,21.2,38.4,148.4,268.8
145,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tendon Surgery,7,15,0.9,5.1,6.3,35.699999999999996
146,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Thyroidectomy,11,96,5.2,12.9,36.4,90.3
147,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tonsillectomy/Adenoidectomy,35,68,26.1,38.7,182.70000000000002,270.90000000000003
148,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tympanoplasty,14,13,20.0,47.6,140.0,333.2
149,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Uterine Surgery,186,445,6.9,22.9,48.300000000000004,160.29999999999998
150,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vaginal Repair,40,39,10.0,27.6,70.0,193.20000000000002
151,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Varicose Veins Ligation/Stripping,69,81,3.0,23.9,21.0,167.29999999999998
152,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Bypass Graft - Non Cardiac,8,65,6.0,11.5,42.0,80.5
153,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Surgery - Other,5,77,3.3,13.9,23.099999999999998,97.3
154,2009/10,Fraser,Abbotsford Regional Hospital And Cancer Centre,Wound/Laceration Care,19,39,8.4,29.9,58.800000000000004,209.29999999999998
240,2009/10,Fraser,Burnaby Hospital,All Other Procedures,27,108,5.1,37.0,35.699999999999996,259.0
243,2009/10,Fraser,Burnaby Hospital,Biopsy in OR,3,26,2.6,5.1,18.2,35.699999999999996
244,2009/10,Fraser,Burnaby Hospital,Bladder Surgery,57,237,4.1,17.7,28.699999999999996,123.89999999999999
245,2009/10,Fraser,Burnaby Hospital,Bowel Resection,16,100,2.0,7.5,14.0,52.5
246,2009/10,Fraser,Burnaby Hospital,Breast Biopsy,9,81,2.0,4.0,14.0,28.0
247,2009/10,Fraser,Burnaby Hospital,Breast Reconstruction,8,12,8.9,27.4,62.300000000000004,191.79999999999998
248,2009/10,Fraser,Burnaby Hospital,Breast Reduction,21,36,18.4,26.4,128.79999999999998,184.79999999999998
249,2009/10,Fraser,Burnaby Hospital,Cataract Surgery,901,1953,9.0,41.1,63.0,287.7
250,2009/10,Fraser,Burnaby Hospital,Cholecystectomy,74,164,6.0,33.9,42.0,237.29999999999998
251,2009/10,Fraser,Burnaby Hospital,Colostomy/Ileostomy,3,28,4.1,12.8,28.699999999999996,89.60000000000001
253,2009/10,Fraser,Burnaby Hospital,Cyst/Ganglion Removal,20,48,6.0,16.1,42.0,112.70000000000002
254,2009/10,Fraser,Burnaby Hospital,D&C and Related Surgery,10,45,4.3,15.2,30.099999999999998,106.39999999999999
255,2009/10,Fraser,Burnaby Hospital,Dental Surgery,3,27,4.1,14.5,28.699999999999996,101.5
256,2009/10,Fraser,Burnaby Hospital,Examination Under Anaesthetic,3,19,8.0,34.1,56.0,238.70000000000002
258,2009/10,Fraser,Burnaby Hospital,Excision Lesion/Tumour,15,34,4.1,16.2,28.699999999999996,113.39999999999999
260,2009/10,Fraser,Burnaby Hospital,Fallopian Tube/Ovarian Surgery,38,101,6.3,21.3,44.1,149.1
261,2009/10,Fraser,Burnaby Hospital,Fistula Repair - Non Vascular,7,5,8.9,13.0,62.300000000000004,91.0
262,2009/10,Fraser,Burnaby Hospital,Foot/Ankle Surgery,20,47,6.7,26.1,46.9,182.70000000000002
264,2009/10,Fraser,Burnaby Hospital,Fracture Repair,3,20,0.5,7.0,3.5,49.0
265,2009/10,Fraser,Burnaby Hospital,Hand/Wrist Surgery,52,89,7.7,17.1,53.9,119.70000000000002
266,2009/10,Fraser,Burnaby Hospital,Hernia Repair - Abdominal,104,296,5.0,27.6,35.0,193.20000000000002
268,2009/10,Fraser,Burnaby Hospital,Hip Replacement,44,157,9.1,22.4,63.699999999999996,156.79999999999998
269,2009/10,Fraser,Burnaby Hospital,Kidney/Bladder Stone Removal,3,6,2.8,15.4,19.599999999999998,107.8
270,2009/10,Fraser,Burnaby Hospital,Knee - ACL Repair,51,108,11.2,33.1,78.39999999999999,231.70000000000002
272,2009/10,Fraser,Burnaby Hospital,Knee Arthroscopy,131,452,9.0,20.7,63.0,144.9
273,2009/10,Fraser,Burnaby Hospital,Knee Replacement,110,257,12.6,27.7,88.2,193.9
274,2009/10,Fraser,Burnaby Hospital,Laparoscopy,18,49,10.0,23.3,70.0,163.1
275,2009/10,Fraser,Burnaby Hospital,Laparotomy,3,21,2.9,14.0,20.3,98.0
276,2009/10,Fraser,Burnaby Hospital,Lens & Vitreous (non-cataract) Surgery,61,173,2.9,45.5,20.3,318.5
277,2009/10,Fraser,Burnaby Hospital,Ligament Surgery,5,6,3.6,7.3,25.2,51.1
279,2009/10,Fraser,Burnaby Hospital,Male Reproductive Surgery,29,41,3.0,11.3,21.0,79.10000000000001
280,2009/10,Fraser,Burnaby Hospital,Mastectomy,3,46,1.8,7.8,12.6,54.6
281,2009/10,Fraser,Burnaby Hospital,Mastoidectomy,6,8,3.9,27.3,27.3,191.1
283,2009/10,Fraser,Burnaby Hospital,Nasal Surgery,164,199,9.6,52.5,67.2,367.5
284,2009/10,Fraser,Burnaby Hospital,Nerve Surgery,3,13,2.6,12.4,18.2,86.8
285,2009/10,Fraser,Burnaby Hospital,Oral Cavity & Pharynx Surgery,31,121,10.3,37.0,72.10000000000001,259.0
286,2009/10,Fraser,Burnaby Hospital,Other Ear Surgery,0,5,8.9,33.2,62.300000000000004,232.40000000000003
287,2009/10,Fraser,Burnaby Hospital,Other Eye Surgery,45,132,3.5,32.6,24.5,228.20000000000002
288,2009/10,Fraser,Burnaby Hospital,Other Joint Reconstruction,10,15,6.7,19.7,46.9,137.9
289,2009/10,Fraser,Burnaby Hospital,Other Orthopaedic Surgery,29,97,7.1,23.6,49.699999999999996,165.20000000000002
290,2009/10,Fraser,Burnaby Hospital,Other Urology Surgery,55,255,3.4,13.2,23.8,92.39999999999999
291,2009/10,Fraser,Burnaby Hospital,Parotidectomy,0,6,2.6,5.4,18.2,37.800000000000004
292,2009/10,Fraser,Burnaby Hospital,Prostate Surgery,193,364,6.1,21.8,42.699999999999996,152.6
293,2009/10,Fraser,Burnaby Hospital,Rectal Surgery,23,38,7.7,26.7,53.9,186.9
294,2009/10,Fraser,Burnaby Hospital,Shoulder Surgery,44,104,12.4,28.7,86.8,200.9
295,2009/10,Fraser,Burnaby Hospital,Sinus Surgery,164,296,8.0,67.6,56.0,473.19999999999993
296,2009/10,Fraser,Burnaby Hospital,Skin Surgery,3,20,2.4,19.1,16.8,133.70000000000002
297,2009/10,Fraser,Burnaby Hospital,Skin Tumour Removal,29,51,2.3,9.7,16.099999999999998,67.89999999999999
298,2009/10,Fraser,Burnaby Hospital,Sphincterotomy,3,5,13.1,31.5,91.7,220.5
299,2009/10,Fraser,Burnaby Hospital,Spinal/Back Surgery,3,24,1.1,5.0,7.700000000000001,35.0
300,2009/10,Fraser,Burnaby Hospital,Tendon Surgery,5,14,0.6,2.3,4.2,16.099999999999998
301,2009/10,Fraser,Burnaby Hospital,Thyroidectomy,3,20,5.4,35.6,37.800000000000004,249.20000000000002
302,2009/10,Fraser,Burnaby Hospital,Tonsillectomy/Adenoidectomy,59,88,8.0,34.3,56.0,240.09999999999997
303,2009/10,Fraser,Burnaby Hospital,Tympanoplasty,20,23,1.7,10.4,11.9,72.8
304,2009/10,Fraser,Burnaby Hospital,Uterine Surgery,111,402,5.3,17.3,37.1,121.10000000000001
305,2009/10,Fraser,Burnaby Hospital,Vaginal Repair,15,42,5.4,16.3,37.800000000000004,114.10000000000001
306,2009/10,Fraser,Burnaby Hospital,Vascular Surgery - Other,3,6,1.2,2.4,8.4,16.8
307,2009/10,Fraser,Burnaby Hospital,Wound/Laceration Care,3,12,0.9,14.4,6.3,100.8
309,2009/10,Fraser,Chilliwack General Hospital,All Other Procedures,3,30,3.0,13.6,21.0,95.2
312,2009/10,Fraser,Chilliwack General Hospital,Biopsy in OR,3,23,1.6,7.7,11.200000000000001,53.9
313,2009/10,Fraser,Chilliwack General Hospital,Bladder Surgery,52,164,4.5,23.0,31.5,161.0
314,2009/10,Fraser,Chilliwack General Hospital,Bowel Resection,3,62,2.9,6.0,20.3,42.0
315,2009/10,Fraser,Chilliwack General Hospital,Breast Biopsy,3,122,2.9,6.0,20.3,42.0
316,2009/10,Fraser,Chilliwack General Hospital,Cataract Surgery,1688,4498,15.1,32.7,105.7,228.90000000000003
317,2009/10,Fraser,Chilliwack General Hospital,Cholecystectomy,21,143,4.0,9.7,28.0,67.89999999999999
318,2009/10,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,3,14,5.9,10.3,41.300000000000004,72.10000000000001
319,2009/10,Fraser,Chilliwack General Hospital,Cone Biopsy,5,62,2.3,6.1,16.099999999999998,42.699999999999996
321,2009/10,Fraser,Chilliwack General Hospital,D&C and Related Surgery,38,121,4.9,20.4,34.300000000000004,142.79999999999998
322,2009/10,Fraser,Chilliwack General Hospital,Dental Surgery,8,14,7.9,18.0,55.300000000000004,126.0
323,2009/10,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,3,16,3.4,7.3,23.8,51.1
325,2009/10,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,6,33,3.7,13.8,25.900000000000002,96.60000000000001
326,2009/10,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,51,95,4.6,18.3,32.199999999999996,128.1
327,2009/10,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,0,11,2.1,7.7,14.700000000000001,53.9
328,2009/10,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,6,11,7.7,26.3,53.9,184.1
329,2009/10,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,3,5,5.7,15.4,39.9,107.8
330,2009/10,Fraser,Chilliwack General Hospital,Fracture Repair,3,24,2.5,6.4,17.5,44.800000000000004
331,2009/10,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,5,56,3.5,13.4,24.5,93.8
332,2009/10,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,33,278,5.0,13.1,35.0,91.7
334,2009/10,Fraser,Chilliwack General Hospital,Hip Replacement,14,117,6.7,14.8,46.9,103.60000000000001
335,2009/10,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,3,10,3.1,4.3,21.7,30.099999999999998
336,2009/10,Fraser,Chilliwack General Hospital,Knee - ACL Repair,16,57,9.6,21.6,67.2,151.20000000000002
337,2009/10,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,9,87,5.1,14.7,35.699999999999996,102.89999999999999
338,2009/10,Fraser,Chilliwack General Hospital,Knee Arthroscopy,6,57,6.0,20.0,42.0,140.0
339,2009/10,Fraser,Chilliwack General Hospital,Knee Replacement,26,210,6.2,16.1,43.4,112.70000000000002
340,2009/10,Fraser,Chilliwack General Hospital,Laparoscopy,18,50,5.2,20.0,36.4,140.0
341,2009/10,Fraser,Chilliwack General Hospital,Laparotomy,3,17,2.1,8.8,14.700000000000001,61.60000000000001
343,2009/10,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,27,43,5.4,18.4,37.800000000000004,128.79999999999998
344,2009/10,Fraser,Chilliwack General Hospital,Mastectomy,3,41,2.0,5.0,14.0,35.0
345,2009/10,Fraser,Chilliwack General Hospital,Mastoidectomy,8,18,11.7,17.7,81.89999999999999,123.89999999999999
346,2009/10,Fraser,Chilliwack General Hospital,Myringotomy,17,128,4.1,7.5,28.699999999999996,52.5
347,2009/10,Fraser,Chilliwack General Hospital,Nasal Surgery,42,56,11.1,20.2,77.7,141.4
349,2009/10,Fraser,Chilliwack General Hospital,Oral Cavity & Pharynx Surgery,3,6,3.2,5.1,22.400000000000002,35.699999999999996
350,2009/10,Fraser,Chilliwack General Hospital,Other Eye Surgery,6,9,3.4,4.4,23.8,30.800000000000004
351,2009/10,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,7,60,6.6,29.7,46.199999999999996,207.9
352,2009/10,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,28,116,5.9,25.5,41.300000000000004,178.5
353,2009/10,Fraser,Chilliwack General Hospital,Other Urology Surgery,56,156,4.6,16.9,32.199999999999996,118.29999999999998
355,2009/10,Fraser,Chilliwack General Hospital,Prostate Surgery,31,111,7.3,18.9,51.1,132.29999999999998
356,2009/10,Fraser,Chilliwack General Hospital,Rectal Surgery,3,14,5.3,11.4,37.1,79.8
357,2009/10,Fraser,Chilliwack General Hospital,Shoulder Surgery,16,16,9.8,14.1,68.60000000000001,98.7
358,2009/10,Fraser,Chilliwack General Hospital,Sinus Surgery,24,51,10.0,19.3,70.0,135.1
360,2009/10,Fraser,Chilliwack General Hospital,Skin Tumour Removal,3,49,5.1,20.6,35.699999999999996,144.20000000000002
361,2009/10,Fraser,Chilliwack General Hospital,Sphincterotomy,3,8,2.4,8.0,16.8,56.0
363,2009/10,Fraser,Chilliwack General Hospital,Thyroidectomy,3,5,3.0,3.5,21.0,24.5
364,2009/10,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,50,132,9.3,21.2,65.10000000000001,148.4
365,2009/10,Fraser,Chilliwack General Hospital,Tympanoplasty,9,18,15.3,25.5,107.10000000000001,178.5
366,2009/10,Fraser,Chilliwack General Hospital,Uterine Surgery,70,265,9.7,18.9,67.89999999999999,132.29999999999998
367,2009/10,Fraser,Chilliwack General Hospital,Vaginal Repair,28,57,8.0,30.8,56.0,215.6
368,2009/10,Fraser,Chilliwack General Hospital,Vascular Surgery - Other,3,35,0.9,2.5,6.3,17.5
369,2009/10,Fraser,Chilliwack General Hospital,Wound/Laceration Care,3,28,3.9,19.5,27.3,136.5
371,2009/10,Fraser,Delta Hospital,All Other Procedures,3,12,5.6,17.8,39.199999999999996,124.60000000000001
374,2009/10,Fraser,Delta Hospital,Bariatric Surgery,5,17,6.3,21.8,44.1,152.6
375,2009/10,Fraser,Delta Hospital,Biopsy in OR,3,27,1.7,13.1,11.9,91.7
376,2009/10,Fraser,Delta Hospital,Bladder Surgery,45,139,1.6,3.8,11.200000000000001,26.599999999999998
377,2009/10,Fraser,Delta Hospital,Breast Biopsy,6,81,1.7,4.0,11.9,28.0
378,2009/10,Fraser,Delta Hospital,Breast Reconstruction,3,6,1.4,23.0,9.799999999999999,161.0
379,2009/10,Fraser,Delta Hospital,Breast Reduction,39,81,12.1,40.1,84.7,280.7
380,2009/10,Fraser,Delta Hospital,Cataract Surgery,238,615,12.4,26.9,86.8,188.29999999999998
381,2009/10,Fraser,Delta Hospital,Cholecystectomy,36,451,1.9,7.1,13.299999999999999,49.699999999999996
383,2009/10,Fraser,Delta Hospital,Cyst/Ganglion Removal,0,15,2.4,8.0,16.8,56.0
384,2009/10,Fraser,Delta Hospital,D&C and Related Surgery,82,443,1.3,7.4,9.1,51.800000000000004
385,2009/10,Fraser,Delta Hospital,Dental Surgery,3,25,1.9,17.7,13.299999999999999,123.89999999999999
386,2009/10,Fraser,Delta Hospital,Examination Under Anaesthetic,0,13,2.6,7.5,18.2,52.5
387,2009/10,Fraser,Delta Hospital,Excision Gynecomastia,5,18,4.9,17.5,34.300000000000004,122.5
388,2009/10,Fraser,Delta Hospital,Excision Lesion/Tumour,5,33,1.6,12.5,11.200000000000001,87.5
389,2009/10,Fraser,Delta Hospital,Facial Bone Reconstruction,0,26,2.9,3.9,20.3,27.3
390,2009/10,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,15,71,1.6,5.3,11.200000000000001,37.1
391,2009/10,Fraser,Delta Hospital,Fistula Repair - Non Vascular,3,12,2.1,7.4,14.700000000000001,51.800000000000004
392,2009/10,Fraser,Delta Hospital,Foot/Ankle Surgery,17,29,3.9,16.1,27.3,112.70000000000002
394,2009/10,Fraser,Delta Hospital,Fracture Repair,7,13,1.6,15.0,11.200000000000001,105.0
397,2009/10,Fraser,Delta Hospital,Hand/Wrist Surgery,10,20,2.9,10.2,20.3,71.39999999999999
398,2009/10,Fraser,Delta Hospital,Hernia Repair - Abdominal,79,432,1.7,11.0,11.9,77.0
399,2009/10,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,0,5,1.9,4.0,13.299999999999999,28.0
400,2009/10,Fraser,Delta Hospital,Knee - ACL Repair,11,44,3.9,14.4,27.3,100.8
401,2009/10,Fraser,Delta Hospital,Knee - Meniscectomy,9,58,4.9,18.5,34.300000000000004,129.5
402,2009/10,Fraser,Delta Hospital,Knee Arthroscopy,76,768,2.6,9.6,18.2,67.2
403,2009/10,Fraser,Delta Hospital,Laparoscopy,3,55,1.3,2.1,9.1,14.700000000000001
405,2009/10,Fraser,Delta Hospital,Male Reproductive Surgery,5,12,5.4,10.8,37.800000000000004,75.60000000000001
406,2009/10,Fraser,Delta Hospital,Mastectomy,3,45,1.6,5.0,11.200000000000001,35.0
407,2009/10,Fraser,Delta Hospital,Nasal Surgery,18,33,10.1,27.9,70.7,195.29999999999998
409,2009/10,Fraser,Delta Hospital,Other Eye Surgery,93,277,5.1,30.5,35.699999999999996,213.5
410,2009/10,Fraser,Delta Hospital,Other Joint Reconstruction,6,9,2.1,4.2,14.700000000000001,29.400000000000002
411,2009/10,Fraser,Delta Hospital,Other Orthopaedic Surgery,21,63,4.9,19.8,34.300000000000004,138.6
412,2009/10,Fraser,Delta Hospital,Other Urology Surgery,9,26,3.0,6.6,21.0,46.199999999999996
413,2009/10,Fraser,Delta Hospital,Prostate Surgery,8,14,3.1,6.5,21.7,45.5
414,2009/10,Fraser,Delta Hospital,Rectal Surgery,16,51,1.7,16.3,11.9,114.10000000000001
416,2009/10,Fraser,Delta Hospital,Skin Surgery,7,13,4.6,22.3,32.199999999999996,156.1
417,2009/10,Fraser,Delta Hospital,Skin Tumour Removal,50,208,2.1,13.4,14.700000000000001,93.8
421,2009/10,Fraser,Delta Hospital,Tonsillectomy/Adenoidectomy,10,12,10.8,28.5,75.60000000000001,199.5
422,2009/10,Fraser,Delta Hospital,Uterine Surgery,3,25,0.7,1.8,4.8999999999999995,12.6
423,2009/10,Fraser,Delta Hospital,Vaginal Repair,5,25,5.7,15.7,39.9,109.89999999999999
424,2009/10,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,15,38,5.8,11.3,40.6,79.10000000000001
425,2009/10,Fraser,Delta Hospital,Wound/Laceration Care,8,41,3.0,12.6,21.0,88.2
426,2009/10,Fraser,Eagle Ridge Hospital,Abdominoplasty,3,12,12.7,17.7,88.89999999999999,123.89999999999999
427,2009/10,Fraser,Eagle Ridge Hospital,All Other Procedures,115,235,4.7,20.0,32.9,140.0
430,2009/10,Fraser,Eagle Ridge Hospital,Biopsy in OR,6,39,2.7,4.8,18.900000000000002,33.6
431,2009/10,Fraser,Eagle Ridge Hospital,Bladder Surgery,49,185,4.0,17.2,28.0,120.39999999999999
433,2009/10,Fraser,Eagle Ridge Hospital,Breast Biopsy,7,47,2.0,7.9,14.0,55.300000000000004
434,2009/10,Fraser,Eagle Ridge Hospital,Breast Reconstruction,18,48,5.3,26.0,37.1,182.0
435,2009/10,Fraser,Eagle Ridge Hospital,Breast Reduction,134,129,16.3,47.1,114.10000000000001,329.7
436,2009/10,Fraser,Eagle Ridge Hospital,Cholecystectomy,130,278,6.9,19.1,48.300000000000004,133.70000000000002
437,2009/10,Fraser,Eagle Ridge Hospital,Colostomy/Ileostomy,3,14,10.0,15.9,70.0,111.3
438,2009/10,Fraser,Eagle Ridge Hospital,Cone Biopsy,3,36,4.2,13.2,29.400000000000002,92.39999999999999
439,2009/10,Fraser,Eagle Ridge Hospital,Cyst/Ganglion Removal,28,91,8.0,22.9,56.0,160.29999999999998
440,2009/10,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,30,55,5.0,15.5,35.0,108.5
441,2009/10,Fraser,Eagle Ridge Hospital,Dental Surgery,96,160,11.0,44.0,77.0,308.0
443,2009/10,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,8,50,2.6,8.3,18.2,58.10000000000001
445,2009/10,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,30,95,3.6,9.9,25.2,69.3
447,2009/10,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,33,67,5.9,16.2,41.300000000000004,113.39999999999999
448,2009/10,Fraser,Eagle Ridge Hospital,Fistula Repair - Non Vascular,3,6,2.4,6.9,16.8,48.300000000000004
450,2009/10,Fraser,Eagle Ridge Hospital,Foreign Body Removal Surgery,3,9,1.6,10.4,11.200000000000001,72.8
451,2009/10,Fraser,Eagle Ridge Hospital,Fracture Repair,11,110,0.4,6.6,2.8000000000000003,46.199999999999996
